Summary,Temperature (C),Humidity,Wind Speed (km/h)
Mostly Cloudy,11.08888889,0.66,20.5919
Mostly Cloudy,12.75555556,0.63,20.7529
Partly Cloudy,13.77222222,0.55,19.2717
Mostly Cloudy,14.86111111,0.47,14.49
Mostly Cloudy,15.99444444,0.48,14.812
Mostly Cloudy,15.00555556,0.44,16.6474
Mostly Cloudy,14.95,0.44,17.2592
Mostly Cloudy,14.97777778,0.47,17.2109
Mostly Cloudy,14.02777778,0.45,20.4631
Mostly Cloudy,13.88888889,0.54,12.9283
Partly Cloudy,12.82222222,0.58,10.8836
Mostly Cloudy,12.24444444,0.59,9.4185
Partly Cloudy,8.894444444,0.82,9.7244
Partly Cloudy,8.805555556,0.77,11.3988
Partly Cloudy,7.444444444,0.81,6.6171
Partly Cloudy,6.633333333,0.86,3.5742
Clear,6.027777778,0.86,3.5581
Partly Cloudy,5.311111111,0.87,3.3327
Partly Cloudy,4.888888889,0.89,3.22
Partly Cloudy,4.333333333,0.92,6.4883
Partly Cloudy,4.605555556,0.91,5.9892
Partly Cloudy,6.027777778,0.86,3.703
Mostly Cloudy,7.666666667,0.89,10.9802
Mostly Cloudy,8.944444444,0.83,9.2414
Mostly Cloudy,11.09444444,0.77,5.1359
Mostly Cloudy,12.24444444,0.71,10.8836
Mostly Cloudy,13.75555556,0.63,13.8782
Mostly Cloudy,13.93333333,0.54,20.608
Mostly Cloudy,13.91111111,0.51,17.4202
Mostly Cloudy,14.2,0.49,22.6366
Mostly Cloudy,14.97222222,0.44,17.6295
Mostly Cloudy,14,0.45,24.8101
Mostly Cloudy,14.22777778,0.48,13.9265
Partly Cloudy,14.95,0.44,17.2109
Mostly Cloudy,13.88333333,0.47,11.4954
Mostly Cloudy,12.18333333,0.55,8.6779
Mostly Cloudy,9.972222222,0.71,4.7495
Mostly Cloudy,9.355555556,0.74,3.3649
Mostly Cloudy,8.288888889,0.79,2.9624
Mostly Cloudy,8.2,0.8,3.0751
Mostly Cloudy,8.294444444,0.8,11.2378
Mostly Cloudy,8.377777778,0.8,10.2557
Mostly Cloudy,7.25,0.83,3.2844
Mostly Cloudy,7.205555556,0.83,3.5259
Mostly Cloudy,8.322222222,0.77,10.2235
Mostly Cloudy,7.738888889,0.83,11.27
Overcast,9.866666667,0.78,11.3827
Mostly Cloudy,11.85555556,0.73,10.3362
Mostly Cloudy,13.81666667,0.56,14.5866
Mostly Cloudy,14.95,0.55,15.617
Mostly Cloudy,16.10555556,0.47,14.329
Mostly Cloudy,16.22222222,0.48,15.8907
Mostly Cloudy,16.26666667,0.47,16.0839
Mostly Cloudy,16.42222222,0.49,10.0786
Mostly Cloudy,16.26666667,0.51,7.084
Mostly Cloudy,16.31111111,0.56,2.9624
Mostly Cloudy,16.40555556,0.49,6.9713
Mostly Cloudy,15.22777778,0.6,0.8211
Mostly Cloudy,16.15555556,0.61,4.2987
Partly Cloudy,14.06111111,0.64,6.8103
Partly Cloudy,11.11111111,0.77,4.83
Partly Cloudy,10.46111111,0.77,6.44
Partly Cloudy,9.677777778,0.82,3.4776
Partly Cloudy,8.983333333,0.83,6.1985
Partly Cloudy,8.955555556,0.81,3.1878
Partly Cloudy,8.877777778,0.83,6.5688
Mostly Cloudy,8.422222222,0.89,3.22
Overcast,9.005555556,0.86,3.0751
Overcast,9.661111111,0.86,6.0053
Overcast,10.02222222,0.83,9.499
Mostly Cloudy,11.11111111,0.8,9.2575
Mostly Cloudy,12.34444444,0.8,12.5419
Mostly Cloudy,14.90555556,0.67,11.0124
Mostly Cloudy,17.2,0.63,12.6063
Mostly Cloudy,18.78888889,0.51,12.0428
Mostly Cloudy,19,0.51,15.6653
Mostly Cloudy,20.06666667,0.52,19.8835
Mostly Cloudy,20.05555556,0.5,12.9605
Mostly Cloudy,19.97222222,0.49,9.7405
Mostly Cloudy,19.83333333,0.56,7.2933
Mostly Cloudy,16.55,0.59,17.0177
Mostly Cloudy,14.27777778,0.8,23.506
Mostly Cloudy,15.25,0.71,15.7297
Mostly Cloudy,15.13333333,0.66,8.5008
Mostly Cloudy,12.98333333,0.88,3.1878
Overcast,12.87222222,0.85,3.0268
Overcast,12.90555556,0.88,6.0375
Overcast,13.19444444,0.91,12.9283
Overcast,12.71111111,0.91,2.9785
Overcast,12.18333333,0.93,5.7638
Overcast,12.10555556,0.93,10.4328
Overcast,12.10555556,0.94,10.8192
Overcast,12.16666667,0.93,7.1645
Overcast,12.17777778,0.96,10.4489
Overcast,12.2,1,10.787
Overcast,12.72222222,0.96,14.6349
Overcast,12.80555556,0.96,12.3004
Overcast,13.89444444,0.9,20.93
Overcast,14.91666667,0.84,16.0195
Overcast,15.02777778,0.83,10.4972
Overcast,16.02222222,0.78,10.4811
Overcast,16.73888889,0.66,10.0786
Mostly Cloudy,17.57777778,0.66,10.2879
Mostly Cloudy,16.99444444,0.56,0.4186
Overcast,16.03888889,0.71,9.9015
Overcast,15.05,0.77,13.7494
Overcast,13.93888889,0.82,10.7226
Overcast,13.87777778,0.82,11.7047
Overcast,13.79444444,0.83,12.5419
Overcast,13.26111111,0.83,10.6904
Overcast,13.26111111,0.84,10.7065
Partly Cloudy,11.76111111,0.89,6.0214
Partly Cloudy,11.20555556,0.89,6.4722
Partly Cloudy,10.26111111,0.89,6.2468
Partly Cloudy,9.522222222,0.93,3.3971
Partly Cloudy,8.5,0.95,6.4883
Partly Cloudy,8.066666667,0.95,6.8264
Partly Cloudy,8.961111111,0.99,9.5956
Partly Cloudy,12.22222222,0.8,13.846
Partly Cloudy,14.15,0.71,13.685
Partly Cloudy,16.22777778,0.66,15.5526
Partly Cloudy,17.86666667,0.64,16.9372
Partly Cloudy,19.9,0.51,16.3415
Partly Cloudy,20.08888889,0.48,21.5096
Mostly Cloudy,21.15555556,0.42,19.9318
Mostly Cloudy,21.25,0.41,20.2699
Mostly Cloudy,21.25,0.45,19.9157
Mostly Cloudy,22.24444444,0.39,19.8996
Partly Cloudy,22.26111111,0.36,15.3433
Partly Cloudy,22.19444444,0.38,17.1143
Partly Cloudy,20.02222222,0.45,14.0714
Partly Cloudy,17.57222222,0.55,8.8228
Partly Cloudy,15.53333333,0.67,6.1985
Partly Cloudy,14.37222222,0.69,6.0214
Partly Cloudy,12.83333333,0.77,3.7996
Partly Cloudy,11.73333333,0.83,6.3595
Clear,11.2,0.86,3.5098
Clear,10.77777778,0.84,10.2235
Clear,10.06666667,0.86,6.1341
Clear,9.533333333,0.89,6.3595
Partly Cloudy,9.033333333,0.89,6.5366
Clear,10,0.87,7.8246
Partly Cloudy,12.73333333,0.9,9.3058
Partly Cloudy,16.86111111,0.67,12.1233
Partly Cloudy,18.82222222,0.61,12.3809
Partly Cloudy,21.06666667,0.43,19.6742
Partly Cloudy,22.18888889,0.38,16.583
Partly Cloudy,22.26666667,0.39,19.7869
Partly Cloudy,22.8,0.32,19.6903
Partly Cloudy,23.73888889,0.33,19.3844
Partly Cloudy,23.86111111,0.32,16.9211
Partly Cloudy,23.95555556,0.29,15.4882
Partly Cloudy,23.90555556,0.27,18.9819
Partly Cloudy,23.86111111,0.3,13.7494
Partly Cloudy,22.26666667,0.35,12.2199
Partly Cloudy,19.22777778,0.49,7.0679
Partly Cloudy,16.03888889,0.62,9.66
Partly Cloudy,14.86111111,0.68,6.44
Partly Cloudy,14.7,0.65,5.9731
Partly Cloudy,12.13333333,0.78,3.2039
Partly Cloudy,11.48333333,0.84,6.4883
Partly Cloudy,11.01666667,0.82,3.3005
Partly Cloudy,10.45,0.84,6.4883
Clear,9.888888889,0.84,3.22
Partly Cloudy,9.877777778,0.84,9.66
Partly Cloudy,10.91111111,0.81,7.6797
Partly Cloudy,15.82777778,0.73,4.83
Partly Cloudy,17.77777778,0.6,8.9355
Partly Cloudy,20.13888889,0.6,5.0071
Partly Cloudy,22.31111111,0.52,3.4132
Partly Cloudy,22.92222222,0.48,5.0876
Partly Cloudy,23.97777778,0.4,9.0643
Partly Cloudy,25.06666667,0.36,12.1233
Partly Cloudy,25.03888889,0.35,11.7369
Partly Cloudy,26.08333333,0.31,5.1359
Partly Cloudy,26.13333333,0.31,4.7978
Partly Cloudy,26.12222222,0.33,9.4829
Partly Cloudy,26.06111111,0.3,9.2253
Partly Cloudy,24.95,0.36,3.4293
Partly Cloudy,21.33333333,0.47,1.8354
Partly Cloudy,17.75555556,0.65,9.3219
Partly Cloudy,18.56666667,0.58,10.4006
Partly Cloudy,16.93888889,0.64,5.8604
Partly Cloudy,15.28333333,0.72,6.44
Partly Cloudy,14.19444444,0.76,11.27
Partly Cloudy,13.30555556,0.78,6.8103
Partly Cloudy,13.68888889,0.76,6.4722
Partly Cloudy,12.61666667,0.84,6.1502
Partly Cloudy,12.53888889,0.84,10.0947
Partly Cloudy,14.73333333,0.83,11.1251
Partly Cloudy,17,0.73,15.3594
Partly Cloudy,19.60555556,0.65,15.2628
Partly Cloudy,22.17777778,0.55,19.8191
Partly Cloudy,23.84444444,0.5,15.6331
Partly Cloudy,24.78333333,0.47,12.7673
Partly Cloudy,26.06111111,0.44,12.4131
Partly Cloudy,27.73333333,0.4,9.3219
Partly Cloudy,27.66666667,0.37,9.4507
Partly Cloudy,27.77777778,0.38,10.8514
Partly Cloudy,27.75555556,0.38,2.1735
Partly Cloudy,27.76111111,0.37,4.1699
Mostly Cloudy,27.68333333,0.4,1.932
Mostly Cloudy,27.06111111,0.41,3.4615
Mostly Cloudy,23.79444444,0.52,5.3935
Partly Cloudy,20.97777778,0.63,9.338
Partly Cloudy,19.75,0.69,6.2468
Partly Cloudy,18.36111111,0.72,6.3112
Partly Cloudy,18.81666667,0.7,10.4328
Mostly Cloudy,18.71111111,0.71,10.7065
Mostly Cloudy,16.76111111,0.8,8.8872
Mostly Cloudy,16.55555556,0.81,5.4418
Mostly Cloudy,15.56111111,0.86,6.1985
Partly Cloudy,15.42222222,0.82,3.059
Partly Cloudy,14.90555556,0.84,11.9623
Partly Cloudy,16.99444444,0.76,13.7172
Partly Cloudy,16.98333333,0.77,14.007
Mostly Cloudy,17.64444444,0.78,10.9319
Mostly Cloudy,17.75555556,0.78,13.5562
Overcast,16.16111111,0.91,9.2736
Overcast,13.23888889,0.88,17.1143
Mostly Cloudy,16.22777778,0.81,9.4346
Partly Cloudy,17.93333333,0.71,11.914
Mostly Cloudy,18.83888889,0.73,14.4578
Mostly Cloudy,18.76666667,0.68,15.617
Mostly Cloudy,18.86666667,0.66,18.998
Mostly Cloudy,17.08333333,0.81,7.889
Overcast,16.08333333,0.87,13.7172
Overcast,16.05,0.83,10.4006
Overcast,15,0.87,12.4936
Overcast,14.92777778,0.87,14.0392
Overcast,14.44444444,0.91,13.1376
Overcast,14.88333333,0.88,14.0231
Overcast,14.37222222,0.9,13.9104
Overcast,14.31111111,0.93,15.3111
Overcast,14.30555556,0.9,16.8567
Mostly Cloudy,13.79444444,0.93,14.007
Mostly Cloudy,13.85,0.93,19.0624
Overcast,13.83888889,0.93,17.4524
Mostly Cloudy,14.92777778,0.87,20.2538
Partly Cloudy,16.81666667,0.83,20.6402
Partly Cloudy,18.8,0.73,23.3128
Partly Cloudy,19.98333333,0.68,23.5704
Partly Cloudy,21.97222222,0.59,23.9568
Partly Cloudy,23.75,0.58,21.735
Partly Cloudy,21.3,0.57,24.8745
Mostly Cloudy,19.41666667,0.65,14.3773
Mostly Cloudy,21.28888889,0.62,25.7117
Mostly Cloudy,20.07777778,0.63,25.116
Mostly Cloudy,21.03888889,0.57,22.1697
Mostly Cloudy,20.07777778,0.62,16.8084
Mostly Cloudy,18,0.72,13.4918
Mostly Cloudy,17.54444444,0.74,8.0339
Mostly Cloudy,15.15555556,0.86,5.1198
Partly Cloudy,14.05,0.89,11.2378
Partly Cloudy,15.07222222,0.87,16.5508
Mostly Cloudy,15.48888889,0.85,11.2056
Mostly Cloudy,14.38333333,0.9,11.0768
Partly Cloudy,14.35,0.88,6.279
Partly Cloudy,13.81666667,0.9,6.6493
Partly Cloudy,12.77777778,0.96,6.3273
Partly Cloudy,12.43888889,0.96,6.601
Partly Cloudy,13.81666667,1,9.5634
Partly Cloudy,16.06666667,0.87,10.9319
Partly Cloudy,18.45,0.76,9.6922
Partly Cloudy,20.95555556,0.6,9.3863
Partly Cloudy,22.15555556,0.59,10.6421
Partly Cloudy,22.62777778,0.56,7.1967
Partly Cloudy,22.8,0.53,10.9319
Mostly Cloudy,23.88888889,0.54,10.5455
Mostly Cloudy,24.74444444,0.49,9.4668
Partly Cloudy,24.97222222,0.42,12.3648
Partly Cloudy,23.95555556,0.45,12.5419
Partly Cloudy,23.96111111,0.49,10.6421
Partly Cloudy,24.95,0.45,14.007
Partly Cloudy,23.83888889,0.5,9.4507
Partly Cloudy,21.37777778,0.6,5.3774
Partly Cloudy,17.87222222,0.73,1.5295
Partly Cloudy,17.16111111,0.78,3.0751
Partly Cloudy,16.12777778,0.84,4.4758
Clear,14.93888889,0.9,3.2683
Clear,14.86666667,0.9,6.601
Clear,14.41666667,0.9,3.2361
Clear,13.73333333,0.93,6.6493
Clear,13.22777778,0.93,6.4883
Partly Cloudy,12.81666667,0.96,3.3971
Partly Cloudy,13.68888889,0.93,0.1449
Partly Cloudy,17.53333333,0.84,7.8729
Partly Cloudy,21.67777778,0.67,0.2737
Partly Cloudy,22.68333333,0.58,2.7692
Mostly Cloudy,23.81666667,0.62,2.8658
Partly Cloudy,24.88333333,0.53,7.9856
Partly Cloudy,26.01666667,0.44,3.1395
Mostly Cloudy,27.15,0.41,4.4275
Mostly Cloudy,27.1,0.4,3.0268
Mostly Cloudy,27.77777778,0.35,2.9302
Mostly Cloudy,27.75555556,0.4,4.7656
Mostly Cloudy,27.65555556,0.38,0.3059
Mostly Cloudy,27.12777778,0.47,3.2039
Mostly Cloudy,24.99444444,0.5,3.2039
Mostly Cloudy,22.93888889,0.55,4.2021
Mostly Cloudy,21.01666667,0.68,3.22
Mostly Cloudy,19.30555556,0.78,6.44
Mostly Cloudy,20.21111111,0.67,5.5062
Mostly Cloudy,18.17222222,0.79,3.1878
Mostly Cloudy,17.06111111,0.84,3.22
Mostly Cloudy,16.72222222,0.86,4.6046
Mostly Cloudy,16.50555556,0.82,3.0751
Mostly Cloudy,15.06666667,0.9,2.8175
Mostly Cloudy,14.09444444,0.93,3.0107
Partly Cloudy,14.84444444,0.87,3.0751
Partly Cloudy,18.66666667,0.79,7.9695
Partly Cloudy,21.97777778,0.68,5.4096
Mostly Cloudy,23.86666667,0.58,9.4346
Mostly Cloudy,26.03888889,0.54,7.9212
Mostly Cloudy,26.08888889,0.47,11.0768
Mostly Cloudy,27.19444444,0.44,12.4292
Mostly Cloudy,27.77222222,0.43,11.0446
Mostly Cloudy,28.74444444,0.37,13.3791
Partly Cloudy,28.78888889,0.36,9.1448
Partly Cloudy,28.90555556,0.37,10.8997
Partly Cloudy,28.80555556,0.36,11.4149
Partly Cloudy,27.77777778,0.46,7.9856
Partly Cloudy,26.03888889,0.5,9.2897
Mostly Cloudy,23.12777778,0.55,7.8407
Mostly Cloudy,22.06111111,0.65,4.8944
Partly Cloudy,19.88333333,0.76,3.2039
Partly Cloudy,19.78333333,0.69,9.8371
Partly Cloudy,19.28888889,0.69,6.2951
Partly Cloudy,16.67222222,0.78,3.3971
Partly Cloudy,16.86111111,0.79,3.0751
Partly Cloudy,15.62777778,0.84,3.0751
Partly Cloudy,14.97777778,0.87,6.1502
Partly Cloudy,15.08333333,0.84,3.1878
Mostly Cloudy,17.06666667,0.81,1.61
Mostly Cloudy,18.8,0.78,9.1931
Mostly Cloudy,20.87777778,0.74,7.728
Mostly Cloudy,21.18333333,0.73,10.8836
Mostly Cloudy,23.89444444,0.62,9.3702
Mostly Cloudy,25.06666667,0.61,9.821
Mostly Cloudy,26.20555556,0.57,9.3219
Mostly Cloudy,27.31111111,0.53,12.4614
Mostly Cloudy,27.76666667,0.53,12.8317
Mostly Cloudy,27.88888889,0.52,12.6546
Partly Cloudy,28.90555556,0.46,15.617
Partly Cloudy,28.93888889,0.49,15.4721
Partly Cloudy,27.86666667,0.54,15.5043
Partly Cloudy,27.2,0.56,11.3827
Partly Cloudy,25.27777778,0.61,10.626
Partly Cloudy,23.81666667,0.69,12.6385
Mostly Cloudy,24.17222222,0.67,14.2002
Partly Cloudy,22.58888889,0.73,13.5884
Overcast,13.31111111,0.86,11.1895
Overcast,13.26666667,0.83,10.9802
Overcast,13.11111111,0.84,13.3308
Overcast,12.73333333,0.83,14.1841
Overcast,12.71111111,0.8,14.1197
Overcast,12.01666667,0.85,15.617
Overcast,12.12777778,0.8,14.1519
Mostly Cloudy,12.68888889,0.83,12.7834
Mostly Cloudy,13.62222222,0.79,15.8102
Mostly Cloudy,15.97777778,0.72,14.4256
Mostly Cloudy,16.07222222,0.71,11.0607
Mostly Cloudy,17.37222222,0.65,8.0661
Mostly Cloudy,18.8,0.56,5.7155
Mostly Cloudy,17.89444444,0.56,5.3774
Mostly Cloudy,15.23333333,0.8,14.3612
Mostly Cloudy,16.3,0.79,9.3541
Mostly Cloudy,16.36666667,0.65,20.7851
Mostly Cloudy,14.18333333,0.72,18.1447
Overcast,13.93888889,0.73,15.2306
Overcast,12.89444444,0.83,9.2897
Mostly Cloudy,12.36666667,0.86,4.9749
Overcast,12.22222222,0.86,8.05
Partly Cloudy,10.67222222,0.92,2.7692
Mostly Cloudy,10.2,0.93,5.796
Partly Cloudy,21.53333333,0.77,11.0446
Partly Cloudy,20.48888889,0.81,10.7065
Mostly Cloudy,20.11666667,0.81,9.9498
Mostly Cloudy,18.85,0.9,2.254
Mostly Cloudy,18.84444444,0.89,3.703
Mostly Cloudy,18.28333333,0.84,6.3917
Mostly Cloudy,17.68888889,0.85,7.8246
Mostly Cloudy,19.84444444,0.74,9.2253
Mostly Cloudy,21.13888889,0.73,4.4597
Mostly Cloudy,22.73333333,0.71,8.05
Partly Cloudy,24.82222222,0.55,4.9588
Mostly Cloudy,25.72777778,0.46,7.1967
Mostly Cloudy,26.01666667,0.45,7.3577
Mostly Cloudy,25.02222222,0.5,7.3899
Partly Cloudy,26.95555556,0.47,4.8461
Mostly Cloudy,26.97777778,0.48,10.9158
Partly Cloudy,25.87777778,0.51,11.4793
Mostly Cloudy,23.25,0.67,12.2038
Mostly Cloudy,25.06666667,0.57,10.6099
Partly Cloudy,23.93333333,0.57,7.5026
Partly Cloudy,22.5,0.65,4.4436
Partly Cloudy,19.99444444,0.77,3.22
Partly Cloudy,18.35555556,0.86,3.1556
Mostly Cloudy,18.03333333,0.86,2.9785
Mostly Cloudy,19.82222222,0.73,3.2844
Overcast,18.27222222,0.83,11.27
Mostly Cloudy,17.83333333,0.89,9.2092
Mostly Cloudy,17.46111111,0.84,6.4722
Partly Cloudy,16.35,0.79,11.1251
Partly Cloudy,15.07777778,0.81,9.6761
Partly Cloudy,15.88888889,0.81,4.9749
Partly Cloudy,17.67222222,0.78,9.2736
Partly Cloudy,20.74444444,0.61,10.7548
Partly Cloudy,22.73333333,0.56,14.4417
Partly Cloudy,23.79444444,0.48,20.5436
Partly Cloudy,23.85,0.45,16.9855
Partly Cloudy,24.90555556,0.39,21.8799
Partly Cloudy,26.03888889,0.36,23.4577
Partly Cloudy,25.93888889,0.39,21.1393
Partly Cloudy,26.15555556,0.41,20.608
Partly Cloudy,26.10555556,0.39,17.5973
Partly Cloudy,26.00555556,0.36,16.8889
Partly Cloudy,25.04444444,0.39,20.0767
Partly Cloudy,23.93333333,0.44,11.0607
Partly Cloudy,22.48333333,0.5,5.152
Partly Cloudy,18.98333333,0.64,4.9266
Partly Cloudy,19.28888889,0.63,6.3434
Partly Cloudy,17.15,0.72,5.4579
Overcast,10.53333333,0.93,6.1502
Overcast,9.466666667,0.93,6.5205
Mostly Cloudy,9.972222222,0.96,10.2074
Mostly Cloudy,11.06111111,0.89,10.5294
Mostly Cloudy,10.99444444,0.9,10.787
Overcast,10.48888889,0.91,10.4328
Overcast,11.08888889,0.87,13.7494
Overcast,11.11666667,0.86,13.846
Overcast,11.99444444,0.87,10.7226
Overcast,12.82777778,0.83,8.5974
Mostly Cloudy,13.96111111,0.82,15.9712
Overcast,15.90555556,0.72,15.4721
Mostly Cloudy,17.78888889,0.6,21.8799
Mostly Cloudy,18.89444444,0.56,21.896
Mostly Cloudy,19.81111111,0.55,20.7046
Mostly Cloudy,20.80555556,0.47,22.1375
Mostly Cloudy,18.68888889,0.53,24.1661
Mostly Cloudy,18.62222222,0.48,15.939
Overcast,17.57777778,0.57,28.1106
Overcast,14.96111111,0.78,26.7904
Overcast,13.97222222,0.76,17.227
Overcast,13.82222222,0.77,26.7743
Breezy and Overcast,13.75,0.77,30.8476
Mostly Cloudy,13.54444444,0.77,23.2162
Mostly Cloudy,12.66666667,0.81,19.9318
Mostly Cloudy,12.16111111,0.83,19.8996
Mostly Cloudy,11.6,0.86,10.8192
Mostly Cloudy,11.04444444,0.89,11.0607
Mostly Cloudy,10.43888889,0.89,14.2163
Partly Cloudy,9.572222222,0.89,13.1054
Mostly Cloudy,11.05,0.8,13.9909
Mostly Cloudy,12.65,0.73,15.778
Mostly Cloudy,14.62222222,0.65,21.3808
Mostly Cloudy,16.07222222,0.62,21.6384
Mostly Cloudy,17.71666667,0.56,21.8799
Partly Cloudy,19.74444444,0.53,19.2395
Partly Cloudy,21.05,0.53,17.1626
Partly Cloudy,21.13888889,0.42,17.0821
Mostly Cloudy,22.59444444,0.34,15.1501
Mostly Cloudy,21.18333333,0.36,25.6634
Partly Cloudy,22.51666667,0.39,22.9425
Partly Cloudy,20.96111111,0.38,18.9658
Partly Cloudy,19.88888889,0.46,14.329
Partly Cloudy,17.62222222,0.53,15.4238
Partly Cloudy,16.90555556,0.54,10.3201
Partly Cloudy,14.95555556,0.63,13.9104
Partly Cloudy,13.38333333,0.74,11.0929
Partly Cloudy,12.43333333,0.77,15.456
Partly Cloudy,11.76111111,0.8,10.7709
Partly Cloudy,11.64444444,0.77,6.3434
Partly Cloudy,10.43333333,0.82,6.6654
Partly Cloudy,9.466666667,0.84,10.5938
Partly Cloudy,8.311111111,0.89,11.0768
Partly Cloudy,8.316666667,0.9,10.5777
Partly Cloudy,8.75,0.89,8.0017
Partly Cloudy,12.09444444,0.8,9.5795
Partly Cloudy,13.85,0.72,16.1
Partly Cloudy,15.1,0.68,17.1626
Partly Cloudy,17.27222222,0.58,15.4721
Partly Cloudy,18.86111111,0.52,16.1966
Partly Cloudy,21.09444444,0.52,14.007
Partly Cloudy,21.16111111,0.46,17.4041
Partly Cloudy,22.05555556,0.38,19.4488
Partly Cloudy,22.68888889,0.38,14.2646
Partly Cloudy,21.07222222,0.38,14.3451
Partly Cloudy,22.13333333,0.38,13.9587
Partly Cloudy,22.13333333,0.36,11.0929
Partly Cloudy,20.00555556,0.4,10.8192
Partly Cloudy,17.19444444,0.52,7.1162
Partly Cloudy,14.97222222,0.6,7.5509
Partly Cloudy,14.32777778,0.65,6.4883
Partly Cloudy,12.85,0.68,5.1359
Partly Cloudy,11.67222222,0.71,6.4883
Partly Cloudy,12.08333333,0.7,6.4883
Partly Cloudy,10.28333333,0.74,6.2307
Partly Cloudy,9.05,0.83,6.5044
Partly Cloudy,9.611111111,0.82,6.4722
Mostly Cloudy,9.311111111,0.81,9.4507
Mostly Cloudy,11.23333333,0.79,7.9856
Mostly Cloudy,13.8,0.65,9.1287
Partly Cloudy,15.66111111,0.58,14.1036
Mostly Cloudy,17.13888889,0.53,11.2056
Mostly Cloudy,18.75555556,0.49,9.2414
Partly Cloudy,19.76111111,0.44,14.7476
Partly Cloudy,21.02222222,0.41,12.0106
Mostly Cloudy,21.16111111,0.41,15.3111
Mostly Cloudy,22.06111111,0.33,11.3344
Partly Cloudy,22.12777778,0.33,19.4649
Partly Cloudy,22.03888889,0.29,19.5454
Partly Cloudy,21.15,0.3,19.2073
Mostly Cloudy,19.95,0.37,15.4882
Partly Cloudy,17.8,0.38,17.3397
Partly Cloudy,16.18333333,0.4,11.7369
Partly Cloudy,12.66111111,0.53,9.1287
Partly Cloudy,13.7,0.51,13.4596
Partly Cloudy,12.47777778,0.55,3.4615
Partly Cloudy,9.588888889,0.72,3.2683
Partly Cloudy,9.516666667,0.67,6.4239
Partly Cloudy,8.455555556,0.75,6.2307
Partly Cloudy,7.288888889,0.8,6.4883
Partly Cloudy,8.311111111,0.75,3.4132
Partly Cloudy,7.372222222,0.79,6.1341
Partly Cloudy,7.388888889,0.86,7.5831
Mostly Cloudy,10.07222222,0.85,7.9695
Mostly Cloudy,13.38888889,0.69,9.338
Partly Cloudy,15.05,0.6,12.397
Partly Cloudy,16.18333333,0.52,8.0178
Partly Cloudy,17.32777778,0.51,5.2003
Partly Cloudy,17.82777778,0.44,8.6779
Partly Cloudy,18.86111111,0.43,9.9659
Mostly Cloudy,19.06666667,0.45,10.8514
Mostly Cloudy,19.93333333,0.37,11.7852
Mostly Cloudy,20.02222222,0.4,12.0589
Mostly Cloudy,19.05,0.46,9.5151
Partly Cloudy,18.91111111,0.47,9.0965
Partly Cloudy,17.31111111,0.44,14.1197
Partly Cloudy,16.22777778,0.51,7.1645
Partly Cloudy,12.82777778,0.65,0.3703
Partly Cloudy,12.15555556,0.67,3.2039
Mostly Cloudy,12.48888889,0.7,3.2039
Partly Cloudy,11.46111111,0.78,3.22
Partly Cloudy,10.42222222,0.83,3.22
Partly Cloudy,9.416666667,0.84,4.1538
Partly Cloudy,9.311111111,0.81,6.7942
Partly Cloudy,8.366666667,0.89,2.8497
Mostly Cloudy,8.333333333,0.9,6.2307
Mostly Cloudy,10.82222222,0.81,3.22
Mostly Cloudy,10.91666667,0.81,7.6797
Mostly Cloudy,13.45,0.75,0.7084
Partly Cloudy,17.08333333,0.63,0.3703
Partly Cloudy,18.81666667,0.52,1.3202
Partly Cloudy,19.66666667,0.45,0.3542
Partly Cloudy,21.01666667,0.41,0.1288
Mostly Cloudy,19.97777778,0.48,3.22
Partly Cloudy,21.12777778,0.37,10.7548
Mostly Cloudy,20.15555556,0.37,3.3488
Partly Cloudy,22.19444444,0.35,10.8353
Partly Cloudy,21.98888889,0.34,2.6404
Partly Cloudy,21.2,0.35,11.27
Partly Cloudy,19.97222222,0.4,9.4668
Partly Cloudy,17.81666667,0.46,3.8962
Partly Cloudy,13.93888889,0.67,8.05
Partly Cloudy,12.73333333,0.77,8.05
Partly Cloudy,13.03888889,0.69,3.2039
Mostly Cloudy,6.205555556,0.92,8.1466
Mostly Cloudy,5.827777778,0.92,7.7763
Partly Cloudy,5.311111111,0.93,7.6153
Partly Cloudy,4.8,0.94,7.3738
Clear,4.483333333,0.95,6.8103
Clear,4.283333333,0.96,5.9731
Clear,4.211111111,0.96,5.0715
Clear,4.611111111,0.95,4.347
Clear,5.811111111,0.9,3.6386
Clear,7.527777778,0.84,2.3506
Clear,9.194444444,0.77,1.4651
Clear,10.71666667,0.72,1.8676
Clear,11.98888889,0.68,2.6887
Clear,12.63333333,0.67,3.1717
Clear,12.4,0.68,2.9463
Clear,11.62222222,0.73,2.3184
Partly Cloudy,10.7,0.77,1.8515
Partly Cloudy,9.722222222,0.8,1.8032
Partly Cloudy,8.633333333,0.83,1.9964
Partly Cloudy,7.783333333,0.85,2.7531
Partly Cloudy,7.305555556,0.86,4.2504
Partly Cloudy,6.961111111,0.85,5.796
Partly Cloudy,6.627777778,0.85,6.9874
Partly Cloudy,6.238888889,0.86,7.8246
Partly Cloudy,4.455555556,0.91,8.9033
Partly Cloudy,4.1,0.93,8.9838
Partly Cloudy,3.761111111,0.93,9.0321
Partly Cloudy,3.483333333,0.93,9.0804
Partly Cloudy,3.333333333,0.92,9.1609
Partly Cloudy,3.394444444,0.91,9.3702
Partly Cloudy,3.716666667,0.89,9.7244
Partly Cloudy,4.333333333,0.87,10.304
